company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
SNCF|scrape_standardized_cnbc|2020-10-16 16:30:25|https://www.cnbc.com/id/16684026?&qsearchterm=SNCF|N/A|France’s Alstom Reports 15% Rise in Quarterly Revenue|N/A
