company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Union Pacific|scrape_standardized_cnbc|2020-10-17 12:56:37|https://www.cnbc.com/video/2019/10/11/cramer-remix-this-stock-is-a-tell-when-it-comes-to-us-china-commerce.html?&qsearchterm=Union Pacific|N/A|Cramer Remix: This stock is a true tell when it comes to US-China commerce|N/A
