company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Tesla|scrape_standardized_cnbc|2020-10-16 12:27:11|https://www.cnbc.com/video/2020/09/23/ark-invest-analyst-says-teslas-cost-reductions-promise-success-for-the-companys-future.html?&qsearchterm=Tesla|N/A|ARK Invest analyst says Tesla’s cost reductions promise success for the company’s future|N/A
