company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Facebook|scrape_standardized_cnbc|2020-10-16 12:04:20|https://www.cnbc.com/video/2020/09/03/facebook-to-ban-political-ads-the-week-before-election-day.html?&qsearchterm=Facebook|N/A|Facebook to ban new political ads the week before Election Day|N/A
