company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Lufthansa|scrape_standardized_bloomberg|2020-10-16 14:23:04|https://www.bloomberg.com/news/articles/2020-06-23/lufthansa-closes-german-charter-carrier-with-loss-of-1-200-jobs|N/A|Lufthansa Closes German Charter Carrier With Loss of 1,200 Jobs|N/A
