company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Lufthansa|scrape_standardized_cnbc|2020-10-16 14:34:02|https://www.cnbc.com/id/23588020?&qsearchterm=Lufthansa|N/A|Lufthansa Predicts Further Profit Rise This Year|N/A
