company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Tesla|scrape_standardized_bloomberg|2020-10-16 12:08:19|https://www.bloomberg.com/news/videos/2020-10-07/vale-cfo-on-credit-upgrade-tesla-talks-china-video|N/A|Vale CFO on Credit Upgrade, Tesla Talks, China|N/A
