company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Deutsche Bahn|scrape_standardized_bloomberg|2020-10-17 12:21:45|https://www.bloomberg.com/news/articles/2011-05-25/morgan-crucible-wins-dismissal-of-u-k-civil-claims-over-cartel|N/A|Morgan Crucible Wins Dismissal of U.K. Civil Claims Over Cartel|N/A
