company_name|source_name|scraping_datetime|article_url|article_datetime|article_title|article_text
Volkswagen|scrape_standardized_bloomberg|2020-10-16 13:40:18|https://www.bloomberg.com/news/articles/2020-09-09/ex-vw-ceo-winterkorn-must-face-emissions-fraud-trial-court-says|N/A|Ex-VW CEO Winterkorn Must Face Emissions Fraud Trial, Court Says|N/A
